Created date (UTC),Amount,Amount Refunded,Description,Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Shipping Address City,Shipping Address State,Invoice ID
2024-11-02 05:37:40,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGa1kHsrWBJzFX2jwuzRitc,cus_R8rln5yz4bpfkX,Nova Iguaçu,RJ,in_1QGa1nHsrWBJzFX2UwutOHUH
2024-11-02 05:07:11,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGZYGHsrWBJzFX2fEbwU5eh,cus_R8rGJtG5SZZoIE,Nossa Senhora De FÁtima,RJ,in_1QGZYHHsrWBJzFX2xIY7NrWR
2024-11-02 05:03:10,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q5JkpHsrWBJzFX2j0dpKdPi,cus_QxECb5WBd72bYT,Rio de Janeiro,RJ,in_1QGYXJHsrWBJzFX2yPEnRKBc
2024-11-02 01:36:53,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGWGeHsrWBJzFX2miGFKi4W,cus_R8nsoeuhFwdosR,Rio de Janeiro,RJ,in_1QGWGgHsrWBJzFX2Kpky4bnn
2024-11-02 01:30:55,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGWAyHsrWBJzFX2FpshieZg,cus_R8nmFgYZnRiWrW,Taboão da Serra,SP,in_1QGWB0HsrWBJzFX2iq7JPHZk
2024-11-02 01:30:16,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q5GQoHsrWBJzFX2jNVzjD5f,cus_QxAm1mncYkd34o,São Paulo,SP,in_1QGVDsHsrWBJzFX2iT6U61bb
2024-11-02 01:15:41,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q5GCuHsrWBJzFX20DZWdwm3,cus_QxAYziCAZHvQBX,Ribeirão Preto,SP,in_1QGUzJHsrWBJzFX20AbF8GnX
2024-11-01 23:59:57,50.91,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGUkxHsrWBJzFX2gPgxhybC,cus_R8mJrExFlgQ2IA,Três Marias,MG,in_1QGUkyHsrWBJzFX2hcLhkJ4W
2024-11-01 22:42:26,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGTXvHsrWBJzFX29dP1hGpy,cus_R8l4JiEr4RDxC2,São Paulo,SP,in_1QGTXwHsrWBJzFX2gzyU6oCB
2024-11-01 22:41:53,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGTXNHsrWBJzFX23iGccXQ8,cus_R8l3nS2Dv0AMCJ,Bebedouro,SP,in_1QGTXPHsrWBJzFX2b3JZmcn8
2024-11-01 21:40:26,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PiizhHsrWBJzFX2CrvdIXoB,cus_QDPUITsPvrcmsi,São Paulo,SP,in_1QGRawHsrWBJzFX2pVburTEN
2024-11-01 21:09:45,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGS6EHsrWBJzFX26iiEEPs6,cus_R8jZarkaOyLWoU,São Gonçalo,RJ,in_1QGS6GHsrWBJzFX2Yr223w9m
2024-11-01 20:02:54,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGR3QHsrWBJzFX2AlS8sL7g,cus_R8hUgBVfDG7U1l,Mauá,SP,in_1QGQ5xHsrWBJzFX2axjVHs3o
2024-11-01 19:14:53,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGQJ3HsrWBJzFX2EUBv24SL,cus_R8hi7q6LIMwR3L,Gov. Valadares,MG,in_1QGQJ6HsrWBJzFX2SlHlAzF5
2024-11-01 19:12:27,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGQGjHsrWBJzFX2wLv4JJ8y,cus_R8hgutVUg8JHDD,Vitória,ES,in_1QGQGkHsrWBJzFX2Q5sSJxgi
2024-11-01 19:06:39,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pj3MTHsrWBJzFX2w8ECSh5y,cus_QaDo41lM6WIN7m,Porto Feliz,SP,in_1QGPDfHsrWBJzFX27o8U4fjU
2024-11-01 18:42:59,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGPoCHsrWBJzFX2WuZjCGbc,cus_R8hCjeN3X5ldWU,Belo Horizonte,MG,in_1QGPoDHsrWBJzFX2zErdvwab
2024-11-01 17:13:12,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q58LRHsrWBJzFX29ceH1hvV,cus_Qx2Qvnl5CYyCbh,Ouro Preto,MG,in_1QGNHMHsrWBJzFX25BmvxzII
2024-11-01 17:08:09,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q58bNHsrWBJzFX230mvdd4N,cus_Qx2aGvw2Y6SkwM,São Paulo,SP,in_1QGNJBHsrWBJzFX2VKLiae7I
2024-11-01 16:58:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q58JjHsrWBJzFX2fvKfXkSN,cus_Qx2O2ZgA0F8awW,Rio de Janeiro,RJ,in_1QGN7nHsrWBJzFX2XZe1O53J
2024-11-01 16:58:52,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q58I5HsrWBJzFX2Jm2uKfhP,cus_Qx2MVQaYIBGV9b,Nova Friburgo,RJ,in_1QGN6kHsrWBJzFX2exZPvtbe
2024-11-01 16:31:53,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q57j0HsrWBJzFX28xOijxn2,cus_Qx1muTMQ4POBXh,Mogi Guaçu,SP,in_1QGMVXHsrWBJzFX2hCXZaT3J
2024-11-01 16:31:34,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q573FHsrWBJzFX2xgtQ749S,cus_Qx15oQuThv08r2,Paty do Alferes,RJ,in_1QGM2KHsrWBJzFX2RLrI64Qb
2024-11-01 15:54:54,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGNBVHsrWBJzFX2J2Cpta7i,cus_R8eUVDiO5AAgoI,Campinas,SP,in_1QGNBYHsrWBJzFX2IMUlHHzE
2024-11-01 14:04:49,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGLSyHsrWBJzFX2jziTVbSJ,cus_R8ciF185kRNymh,Vila Velha,ES,in_1QGLT2HsrWBJzFX2jqmrE5Hb
2024-11-01 13:43:48,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGL8fHsrWBJzFX2VSuAXxgY,cus_R8cNDfMd6UMlHA,Rio de Janeiro,RJ,in_1QGL8hHsrWBJzFX2Rroz4KZ8
2024-11-01 13:20:49,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGKmQHsrWBJzFX2lh7lS8mg,cus_R8c05fZ4or5e4m,Capelinha,MG,in_1QGKmSHsrWBJzFX2FumxUlq1
2024-11-01 11:59:04,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q53ldHsrWBJzFX2wpiL1LXR,cus_Qwxh5SLMPQmLJX,Rio de Janeiro,RJ,in_1QGIYlHsrWBJzFX2iLyI63j9
2024-11-01 11:55:27,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGJRgHsrWBJzFX2wGemQ4ZJ,cus_QAJMayVKFK6mCm,São Paulo,SP,in_1QDRfgHsrWBJzFX2OtD6tbyc
2024-11-01 11:16:23,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJQEeHsrWBJzFX2USpYiYBs,cus_Q9jiBGvpMwrAIS,São Paulo,SP,in_1QCtAaHsrWBJzFX25FkqRxye
2024-11-01 09:30:32,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGHBbHsrWBJzFX2GlQoaDNM,cus_QvsJJaBuJoFFrC,Belo Horizonte,MG,in_1QEsryHsrWBJzFX2Cv8OEJbf
2024-11-01 09:22:09,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PglTAHsrWBJzFX2CJ0qrOAo,cus_Q9hsED5swiiUnk,SÃo Paulo,SP,in_1QCrOTHsrWBJzFX2YSDmld1h
2024-11-01 05:27:15,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4xfDHsrWBJzFX2Ah9K9UIJ,cus_QwrOduMA6fTbZ1,SÃo SebastiÃo Do ParaÍso,MG,in_1QGCRcHsrWBJzFX2W3Dmz3eY
2024-11-01 02:16:55,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4ufZHsrWBJzFX2YTTalpnw,cus_QwoIApecZlWaO8,Belo Horizonte,MG,in_1QG9SaHsrWBJzFX2QwP1idpA
2024-11-01 02:10:59,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QGAKCHsrWBJzFX21O84WYto,cus_R8RCf8sYilI1dJ,SÃO PAULO,SP,in_1QGAKEHsrWBJzFX2zGt65oDs
2024-11-01 00:58:37,50.91,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG9CBHsrWBJzFX2CIhwGlNf,cus_R8Q2C40jHQwPX0,Rio de janeiro,RJ,in_1QG9CCHsrWBJzFX26IChFmYH
2024-11-01 00:57:01,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG9AbHsrWBJzFX2g0zwdJmt,cus_R8Q0uDU0Mw0RC6,São Manuel,SP,in_1QG9AeHsrWBJzFX2TdJCjcfZ
2024-11-01 00:26:02,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG8gdHsrWBJzFX2rGBHV2f3,cus_R8PV1wSPCYEGX5,São Paulo,SP,in_1QG8geHsrWBJzFX2MJUpaV4J
2024-10-31 23:25:03,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PXa7gHsrWBJzFX2SYD2K6Yw,cus_QD3y7YOpLOmVb7,São Paulo,SP,in_1QG6mXHsrWBJzFX2NuoRwXr7
2024-10-31 23:13:18,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG7YGHsrWBJzFX20CBSIQZq,cus_R8OKjH9qhToE8r,Petrópolis,RJ,in_1QG7YHHsrWBJzFX2Ub717qnU
2024-10-31 23:10:16,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG7VJHsrWBJzFX2XNx4mQdr,cus_R8OHpC7nskJgAu,Araguari,MG,in_1QG7VKHsrWBJzFX2BjqM8naA
2024-10-31 22:34:16,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG6wTHsrWBJzFX23COyz0aW,cus_R8Nh8CJd38aKw3,Juiz de Fora,MG,in_1QG6wVHsrWBJzFX2afvAlb3N
2024-10-31 19:30:09,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG44IHsrWBJzFX2U25VH0CP,cus_R8Kj3bzHJREy3K,São Paulo,SP,in_1QG44JHsrWBJzFX2wOVL1RZr
2024-10-31 18:12:09,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PMYyTHsrWBJzFX2lI8h5G4N,cus_QCyw2h9JxV6IPR,São Paulo,SP,in_1QG1uEHsrWBJzFX2xL42UF6v
2024-10-31 16:59:47,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG1ilHsrWBJzFX2CVUtQHju,cus_R8IJFpIF8c31KZ,São Paulo,SP,in_1QG1ioHsrWBJzFX2Mp320hAq
2024-10-31 16:52:13,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG1bSHsrWBJzFX25V2KWj8c,cus_R8IB8nBu0mNpaY,São Paulo,SP,in_1QG1bUHsrWBJzFX2dwOp32hP
2024-10-31 15:24:43,80.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QG0EoHsrWBJzFX2fIzRfCae,cus_R8Ghdw9rcPlL5E,Uberaba,MG,in_1QG0A7HsrWBJzFX2FcpZGEor
2024-10-31 15:04:44,50.91,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFzvEHsrWBJzFX2SEWCtPFm,cus_R8GSwNjDsZob0s,Santana de Parnaíba,SP,in_1QFzvFHsrWBJzFX2YGHvx7S7
2024-10-31 12:34:18,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFxZqHsrWBJzFX2L1s2x7GN,cus_R8E1RUykBGyQr0,Osasco,SP,in_1QFxZtHsrWBJzFX2JCJd7SuD
2024-10-31 11:36:45,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pts8SHsrWBJzFX2qhJyvifl,cus_QCsYhFMOyZJgVB,Guarulhos,SP,in_1QFvjbHsrWBJzFX2cqEQdETM
2024-10-31 10:02:53,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFvDLHsrWBJzFX2sxn6RCmz,cus_R8BaM3feCscnpO,Sorocaba,SP,in_1QFvDMHsrWBJzFX2qvb80rVl
2024-10-31 02:41:46,80.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFoKSHsrWBJzFX2U6wFLi5L,cus_R84TthRz1XfdOC,Rio de Janeiro,RJ,in_1QFoKTHsrWBJzFX2EOoUMVjU
2024-10-31 01:54:17,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PMJiGHsrWBJzFX2k2R5tZ6I,cus_QCjAo6yopxI5o2,Americana,SP,in_1QFmduHsrWBJzFX2JZ1dyaU8
2024-10-31 01:22:51,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFn63HsrWBJzFX2TimFImON,cus_R83CVTYJraDCHO,Rio de Janeiro,RJ,in_1QFn65HsrWBJzFX2R5WDClOE
2024-10-30 23:30:22,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFlL6HsrWBJzFX2LlYDhuGp,cus_QwawjUbL5ZZbGs,São Paulo,SP,in_1QFa4RHsrWBJzFX223XvURlm
2024-10-30 22:40:16,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFkYgHsrWBJzFX2MV11Jvpv,cus_R80Z0Wo9o1YFlV,São Paulo,SP,in_1QFkYhHsrWBJzFX2OC0zhEvb
2024-10-30 20:57:33,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4pi2HsrWBJzFX24YdOavic,cus_QwjAdedtYzhMdI,São Paulo,SP,in_1QFi0yHsrWBJzFX2Wv9fd8v4
2024-10-30 20:44:24,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4pVAHsrWBJzFX28Hzk1GnZ,cus_Qwixw5oEgNIdao,Guarulhos,SP,in_1QFhoFHsrWBJzFX2McEk9JQ3
2024-10-30 20:43:52,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFik5HsrWBJzFX2xu5w6PaL,cus_Qw5Xk15OHm4GvY,Contagem,MG,in_1QF5fPHsrWBJzFX2KxYYosFU
2024-10-30 20:42:11,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4pT4HsrWBJzFX2dJqvJ8UD,cus_QwivypE3ztUDNQ,Luz,MG,in_1QFhlvHsrWBJzFX2BxfqD2k8
2024-10-30 18:03:58,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFgFLHsrWBJzFX2PwAYO1iz,cus_R7w7wKvYSilnCb,São Paulo,SP,in_1QFgFMHsrWBJzFX2yO1Yp2i9
2024-10-30 17:37:21,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFfpNHsrWBJzFX2u7TSA0zI,cus_QwdjuNn6bTObie,Cordeiro,RJ,in_1QFckvHsrWBJzFX2uCrNBvXk
2024-10-30 17:21:38,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4mL3HsrWBJzFX2QyFG54Ly,cus_Qwfg1We0B3lm2x,Sao Paulo,SP,in_1QFedsHsrWBJzFX2mEQjkQUc
2024-10-30 17:21:09,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4mJrHsrWBJzFX2dLnytQU9,cus_Qwffzwpzdsfm1I,Osasco,SP,in_1QFed7HsrWBJzFX2pkx7iZTK
2024-10-30 16:51:21,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4lrgHsrWBJzFX2XxL1S5Yv,cus_QwfCVlDsxvH5j6,Sao paulo,SP,in_1QFeAiHsrWBJzFX2sdPsn5Ne
2024-10-30 15:38:52,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4km4HsrWBJzFX2dYNjX8jd,cus_Qwe1cnNDfMg642,São Paulo,SP,in_1QFd1tHsrWBJzFX2j75SZYqN
2024-10-30 15:33:51,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFdtzHsrWBJzFX2KqOiOZOk,cus_R7thrtHdqNgyGm,Nova Lima,MG,in_1QFdu2HsrWBJzFX2BesoQcR1
2024-10-30 14:49:03,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4jwfHsrWBJzFX2WMUgnf2W,cus_QwdDH4DUOoiJ2G,São Pedro da Aldeia,RJ,in_1QFcFzHsrWBJzFX2Zy7fFEuf
2024-10-30 14:16:09,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFcgsHsrWBJzFX2za4D6a2x,cus_R7sR4CNnPiN284,Boituva,SP,in_1QFcgtHsrWBJzFX2qkGbaBkP
2024-10-30 13:18:02,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4iXjHsrWBJzFX2BYtC3mCj,cus_QwblOPh3zW8d1E,São Paulo,SP,in_1QFaqPHsrWBJzFX24OW6DGb4
2024-10-30 12:53:49,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4i9ZHsrWBJzFX2leAbhjEu,cus_QwbMAIXF0EEAOP,Belo Horizonte,MG,in_1QFaSkHsrWBJzFX2TehIrlTF
2024-10-30 12:31:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4hrPHsrWBJzFX2vjMYdLlA,cus_Qwb0WyJY25na9F,Osasco,SP,in_1QFa7VHsrWBJzFX2kAacOJ7E
2024-10-30 12:13:21,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4hVoHsrWBJzFX23HLF6xVw,cus_QwahZ4Nn8LeatA,Sorocaba,SP,in_1QFZotHsrWBJzFX2EC203a35
2024-10-30 11:28:09,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFa4IHsrWBJzFX2SnYAVQNo,cus_R7pjPUQO053jQm,Belo Horizonte,MG,in_1QFa4KHsrWBJzFX2t5Ii3VYE
2024-10-30 09:54:42,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4fMIHsrWBJzFX2Jee29ATS,cus_QwYT9ZNavntnf7,São Paulo,SP,in_1QFXfaHsrWBJzFX2oNzht5sR
2024-10-30 04:43:04,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q8ktfHsrWBJzFX2tK0ZJWXo,cus_QCOftVDVUHJsxO,São Paulo,SP,in_1QFSnmHsrWBJzFX2X9rSIzqE
2024-10-30 02:00:02,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4XwnHsrWBJzFX2NwhVlSox,cus_QwQoY1mcHisVgE,São Paulo,SP,in_1QFQFNHsrWBJzFX2TT5CMVeo
2024-10-29 23:54:25,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFPEyHsrWBJzFX2HXru5xfD,cus_R7eXSd5n6xaXgm,Campinas,SP,in_1QFPERHsrWBJzFX2L5HZCxUD
2024-10-29 23:39:34,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFP0aHsrWBJzFX2x20OcDmk,cus_QwA06lzZrSmmit,Salto,SP,in_1QFA00HsrWBJzFX2C8k6VerJ
2024-10-29 20:41:36,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFMEMHsrWBJzFX2re4GYV7w,cus_R7bRv4qoX93wd7,Belo Horizonte,MG,in_1QFMENHsrWBJzFX2YcYK875A
2024-10-29 20:39:33,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFMCNHsrWBJzFX2JOKEllWa,cus_R7bPG0askpMjGw,Nova Iguaçu,RJ,in_1QFMCOHsrWBJzFX2nE7JrnWs
2024-10-29 20:26:37,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFLzqHsrWBJzFX2DN0ztd1A,cus_R7bCPZYmhFtynp,Campinas,SP,in_1QFLzsHsrWBJzFX20kLXeZ9R
2024-10-29 20:17:08,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFLqfHsrWBJzFX2zPewwDOC,cus_R7b2IZw7fz6C60,Jundiaí,SP,in_1QFLqgHsrWBJzFX2p0uDyScC
2024-10-29 17:57:32,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4QPuHsrWBJzFX2T8Mbd9ly,cus_QwJ1tx66a5Kt7m,Belo Horizonte,MG,in_1QFIipHsrWBJzFX2VURHFuPf
2024-10-29 17:44:15,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4QD1HsrWBJzFX2z8NW83am,cus_QwIokuCilflZ0i,Sorocaba,SP,in_1QFIWCHsrWBJzFX2wjwUXnBc
2024-10-29 15:02:45,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFGwQHsrWBJzFX2ZCwjAKe6,cus_R7VyDalysTxQIM,Vila Velha,ES,in_1QFGwSHsrWBJzFX2Qhdw4f5E
2024-10-29 13:12:58,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFFEBHsrWBJzFX2soZU0pEk,cus_R7UCHDUWDy7SOM,Santos,SP,in_1QFFECHsrWBJzFX2pOI4aFMD
2024-10-29 10:19:57,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QFCWlHsrWBJzFX2WHP7YfTl,cus_R7RPRRhx9ZXqI8,Espera Feliz,MG,in_1QFCWmHsrWBJzFX2a05T3Jc7
2024-10-29 05:10:14,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF5bsHsrWBJzFX2w1gEepO8,cus_Qw6eflnP4FiaX5,Catanduva,SP,in_1QF6kdHsrWBJzFX2jwQxaJhb
2024-10-29 02:18:33,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4BlCHsrWBJzFX2wK7EnH1c,cus_Qw3srJy4EQYYoV,São Gonçalo,RJ,in_1QF44RHsrWBJzFX2vXNboNWP
2024-10-29 02:01:18,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PZiOoHsrWBJzFX2Zoc1A0Ep,cus_QBypSpEMwlVzf0,Jundiaí,SP,in_1QF3nIHsrWBJzFX22UYtTWIh
2024-10-29 02:00:57,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF4jqHsrWBJzFX2uXAx0VY3,cus_R7JMfrxb2pqrw3,Rio de Janeiro,RJ,in_1QF4jsHsrWBJzFX2RNIsSWBb
2024-10-29 01:21:54,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF483HsrWBJzFX28m3ePDmX,cus_R7Ij6C2CQ8Bt35,Pedra Bela,SP,in_1QF484HsrWBJzFX2J9XCM6r9
2024-10-29 01:13:39,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF405HsrWBJzFX2itbXXOsX,cus_R7IbxQ8OHNPDuO,Patos de Minas,MG,in_1QF406HsrWBJzFX2Cj08TFuO
2024-10-29 01:06:40,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q4AbVHsrWBJzFX2uohktxY0,cus_Qw2gaQqXmvNwYc,São Paulo,SP,in_1QF2wNHsrWBJzFX2gxXAeikj
2024-10-29 00:38:11,89.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF3RlHsrWBJzFX2BZsDv4m9,cus_R7I1PC7Sn2F3wX,São Paulo,SP,in_1QF3RmHsrWBJzFX2mhOdze3e
2024-10-29 00:00:22,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q49bsHsrWBJzFX2s8p835Lg,cus_Qw1fSJrhpEwPLm,São Paulo,SP,in_1QF1uzHsrWBJzFX2cXWU6Fwy
2024-10-28 22:17:15,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLXNrHsrWBJzFX2E3L88ADY,cus_QBvEOM3mhW5JFD,São Carlos,SP,in_1QF0J6HsrWBJzFX2c3dV4SGE
2024-10-28 22:11:43,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q47uRHsrWBJzFX2BO7WvHFO,cus_QvzuWPdTWs1wYM,Passos,MG,in_1QF0DKHsrWBJzFX2LLmX7QR0
2024-10-28 21:44:05,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaRTjHsrWBJzFX21ruhaxKf,cus_QBugqK5bf9deei,São Paulo,SP,in_1QEzmuHsrWBJzFX2Pdoe7GEl
2024-10-28 21:07:09,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QF09WHsrWBJzFX2EszsVEOi,cus_R7Eclply2nrtaa,São Paulo,SP,in_1QF09XHsrWBJzFX2LIyekWxV
2024-10-28 20:25:53,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QEzVaHsrWBJzFX2vDPPVJcZ,cus_R7Dx0lAbkKUzWl,Divinópolis,MG,in_1QEzVbHsrWBJzFX2aUJ2BlyH
